year,age_name,Risk_Factor,PAF,Lower_95_UI,Upper_95_UI,Source_Status
1993,35-39 years,Tobacco use,0.141304539,0.092002083,0.187955827,Observed positive
1994,35-39 years,Tobacco use,0.141401213,0.092361998,0.188331368,Observed positive
1995,35-39 years,Tobacco use,0.141033552,0.092313862,0.188287605,Observed positive
1996,35-39 years,Tobacco use,0.140282238,0.092296644,0.188002039,Observed positive
1997,35-39 years,Tobacco use,0.139029708,0.091637493,0.186832873,Observed positive
1998,35-39 years,Tobacco use,0.137450566,0.090577684,0.185302961,Observed positive
1999,35-39 years,Tobacco use,0.135588355,0.089295693,0.183288787,Observed positive
2000,35-39 years,Tobacco use,0.133418932,0.087789445,0.18101204,Observed positive
2001,35-39 years,Tobacco use,0.131335823,0.086380149,0.178875927,Observed positive
2002,35-39 years,Tobacco use,0.12949251,0.085425465,0.176770785,Observed positive
2003,35-39 years,Tobacco use,0.128188456,0.08444672,0.175291876,Observed positive
2004,35-39 years,Tobacco use,0.127380585,0.083606137,0.174140442,Observed positive
2005,35-39 years,Tobacco use,0.127093168,0.083281542,0.173661804,Observed positive
2006,35-39 years,Tobacco use,0.127271887,0.082621966,0.173903151,Observed positive
2007,35-39 years,Tobacco use,0.127752721,0.082491798,0.174664402,Observed positive
2008,35-39 years,Tobacco use,0.128358303,0.082351842,0.175564466,Observed positive
2009,35-39 years,Tobacco use,0.129199683,0.082624141,0.176384887,Observed positive
2010,35-39 years,Tobacco use,0.130078604,0.083378843,0.177037567,Observed positive
2011,35-39 years,Tobacco use,0.130678318,0.083709385,0.177209236,Observed positive
2012,35-39 years,Tobacco use,0.131045091,0.08390636,0.177124023,Observed positive
2013,35-39 years,Tobacco use,0.131193662,0.084235982,0.176712115,Observed positive
2014,35-39 years,Tobacco use,0.131115344,0.08426634,0.176311448,Observed positive
2015,35-39 years,Tobacco use,0.130746584,0.083918981,0.175612378,Observed positive
2016,35-39 years,Tobacco use,0.130175562,0.083705623,0.174646367,Observed positive
2017,35-39 years,Tobacco use,0.129549048,0.08343247,0.17384335,Observed positive
2018,35-39 years,Tobacco use,0.128868251,0.083097536,0.173059732,Observed positive
2019,35-39 years,Tobacco use,0.128344777,0.082716731,0.17321313,Observed positive
2020,35-39 years,Tobacco use,0.127935336,0.082487702,0.173192921,Observed positive
2021,35-39 years,Tobacco use,0.12757666,0.08227305,0.173607484,Observed positive
2022,35-39 years,Tobacco use,0.127297223,0.081941482,0.173835727,Observed positive
2023,35-39 years,Tobacco use,0.126968429,0.082239165,0.173949956,Observed positive
1990,40-44 years,Tobacco use,0.140296999,0.090490961,0.186181355,Observed positive
1991,40-44 years,Tobacco use,0.141832158,0.091737135,0.18805895,Observed positive
1992,40-44 years,Tobacco use,0.143038549,0.092866788,0.1893946,Observed positive
1993,40-44 years,Tobacco use,0.143741507,0.09364888,0.190547041,Observed positive
1994,40-44 years,Tobacco use,0.143844972,0.094008365,0.191562635,Observed positive
1995,40-44 years,Tobacco use,0.143403451,0.093752339,0.191664399,Observed positive
1996,40-44 years,Tobacco use,0.142611427,0.093594772,0.190096872,Observed positive
1997,40-44 years,Tobacco use,0.141373438,0.092979179,0.188723937,Observed positive
1998,40-44 years,Tobacco use,0.139792257,0.09216943,0.187297787,Observed positive
1999,40-44 years,Tobacco use,0.13796909,0.090934534,0.185487715,Observed positive
2000,40-44 years,Tobacco use,0.135924965,0.089526638,0.183308653,Observed positive
2001,40-44 years,Tobacco use,0.133936291,0.088075705,0.181393176,Observed positive
2002,40-44 years,Tobacco use,0.132140542,0.086570065,0.179454431,Observed positive
2003,40-44 years,Tobacco use,0.130839419,0.085286113,0.178084826,Observed positive
2004,40-44 years,Tobacco use,0.130103627,0.084406978,0.177063362,Observed positive
2005,40-44 years,Tobacco use,0.129937045,0.084082483,0.176571455,Observed positive
2006,40-44 years,Tobacco use,0.130258902,0.084395361,0.177125707,Observed positive
2007,40-44 years,Tobacco use,0.130933411,0.085311849,0.178312228,Observed positive
2008,40-44 years,Tobacco use,0.131749581,0.08621764,0.179569185,Observed positive
2009,40-44 years,Tobacco use,0.132833794,0.087141402,0.180916718,Observed positive
2010,40-44 years,Tobacco use,0.133872936,0.088250979,0.18193097,Observed positive
2011,40-44 years,Tobacco use,0.134534625,0.0885344,0.182197074,Observed positive
2012,40-44 years,Tobacco use,0.13494841899999999,0.088461888,0.182209014,Observed positive
2013,40-44 years,Tobacco use,0.135065432,0.088280726,0.181820666,Observed positive
2014,40-44 years,Tobacco use,0.134867215,0.087720513,0.181300695,Observed positive
2015,40-44 years,Tobacco use,0.134407823,0.086896472,0.181003226,Observed positive
2016,40-44 years,Tobacco use,0.133729732,0.086518711,0.179870856,Observed positive
2017,40-44 years,Tobacco use,0.132876826,0.085981149,0.178543875,Observed positive
2018,40-44 years,Tobacco use,0.132044562,0.085564268,0.17788758,Observed positive
2019,40-44 years,Tobacco use,0.131379009,0.08512276,0.177658322,Observed positive
2020,40-44 years,Tobacco use,0.130894099,0.084917173,0.177864832,Observed positive
2021,40-44 years,Tobacco use,0.130510604,0.084832155,0.178239247,Observed positive
2022,40-44 years,Tobacco use,0.130224498,0.084845953,0.177235373,Observed positive
2023,40-44 years,Tobacco use,0.129928242,0.085092057,0.177213445,Observed positive
1990,45-49 years,Tobacco use,0.142031351,0.09222011,0.187148678,Observed positive
1991,45-49 years,Tobacco use,0.143574596,0.093404509,0.189047306,Observed positive
1992,45-49 years,Tobacco use,0.14475142,0.094500729,0.190468957,Observed positive
1993,45-49 years,Tobacco use,0.14543194,0.095235517,0.192378813,Observed positive
1994,45-49 years,Tobacco use,0.14552017,0.095571748,0.193680394,Observed positive
1995,45-49 years,Tobacco use,0.14521258,0.095511178,0.193118649,Observed positive
1996,45-49 years,Tobacco use,0.144377244,0.095053106,0.191429788,Observed positive
1997,45-49 years,Tobacco use,0.142946849,0.094365822,0.189505645,Observed positive
1998,45-49 years,Tobacco use,0.141143529,0.093407021,0.187976376,Observed positive
1999,45-49 years,Tobacco use,0.139043995,0.092051311,0.1858572,Observed positive
2000,45-49 years,Tobacco use,0.13665602,0.09042956,0.183347467,Observed positive
2001,45-49 years,Tobacco use,0.134420554,0.088768591,0.181243585,Observed positive
2002,45-49 years,Tobacco use,0.132432854,0.087684807,0.179214185,Observed positive
2003,45-49 years,Tobacco use,0.131020325,0.086505289,0.177927855,Observed positive
2004,45-49 years,Tobacco use,0.130053889,0.085496959,0.176820389,Observed positive
2005,45-49 years,Tobacco use,0.12969795,0.085092331,0.17622491,Observed positive
2006,45-49 years,Tobacco use,0.129859524,0.084450279,0.176345139,Observed positive
2007,45-49 years,Tobacco use,0.130303805,0.084339295,0.176926379,Observed positive
2008,45-49 years,Tobacco use,0.130905652,0.084995069,0.177644189,Observed positive
2009,45-49 years,Tobacco use,0.131731405,0.085730882,0.178453414,Observed positive
2010,45-49 years,Tobacco use,0.1326165,0.086749204,0.179330532,Observed positive
2011,45-49 years,Tobacco use,0.133232468,0.087172137,0.179584403,Observed positive
2012,45-49 years,Tobacco use,0.133687166,0.087388427,0.179536684,Observed positive
2013,45-49 years,Tobacco use,0.133953934,0.087629637,0.179090806,Observed positive
2014,45-49 years,Tobacco use,0.133948401,0.087509149,0.17861606,Observed positive
2015,45-49 years,Tobacco use,0.133606343,0.086877734,0.178421785,Observed positive
2016,45-49 years,Tobacco use,0.13302745,0.086648116,0.177212423,Observed positive
2017,45-49 years,Tobacco use,0.132315992,0.086242595,0.17591403,Observed positive
2018,45-49 years,Tobacco use,0.131566378,0.08587078,0.17504123,Observed positive
2019,45-49 years,Tobacco use,0.130941352,0.085484451,0.174869555,Observed positive
2020,45-49 years,Tobacco use,0.130444757,0.085568984,0.174923135,Observed positive
2021,45-49 years,Tobacco use,0.130036822,0.086398716,0.175096215,Observed positive
2022,45-49 years,Tobacco use,0.129732177,0.086197189,0.174838464,Observed positive
2023,45-49 years,Tobacco use,0.129561462,0.085407502,0.17485923,Observed positive
